,customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Segment,age,age_group
1662,1673,Suzie,Dahle,Female,45,1978-11-09,Professor,Financial Services,Affluent Customer,N,Yes,21.0,1 Fallview Street,2155,NSW,Australia,10,Bronze,39,30-39
1663,1674,Rahal,Woodman,Female,97,1977-10-26,Civil Engineer,Manufacturing,High Net Worth,N,No,20.0,54 Bowman Park,2031,NSW,Australia,10,Bronze,40,40-49
1664,1675,Luke,Wombwell,Male,76,1955-08-14,Engineer I,Manufacturing,Affluent Customer,N,Yes,14.0,7 Monterey Street,3068,VIC,Australia,12,Bronze,62,60-69
1665,1676,Ozzy,Olerenshaw,Male,63,1975-03-31,Information Systems Manager,Health,Mass Customer,N,No,13.0,1 Morning Circle,2250,NSW,Australia,8,Gold,42,40-49
1666,1677,Petrina,Pollins,Female,56,1958-05-28,Editor,Health,Affluent Customer,N,Yes,16.0,41 Vahlen Park,2230,NSW,Australia,12,Gold,59,50-59
1667,1678,Dale,Hursey,Female,20,1977-10-07,Programmer II,Financial Services,High Net Worth,N,Yes,13.0,9175 Ryan Street,2088,NSW,Australia,12,Platinum,40,40-49
1668,1679,Arabel,Kayser,Female,92,1975-11-03,Programmer II,Health,Mass Customer,N,Yes,13.0,2 Pankratz Place,2063,NSW,Australia,11,Silver,42,40-49
1669,1680,Loise,Austins,Female,5,1998-07-28,Desktop Support Technician,Property,Mass Customer,N,Yes,4.0,018 Superior Plaza,2068,NSW,Australia,10,Bronze,19,<20
1670,1681,Rupert,Gilstoun,Male,78,1979-12-07,Structural Engineer,Health,High Net Worth,N,Yes,6.0,9737 Vernon Junction,3152,VIC,Australia,9,Gold,38,30-39
1671,1682,Gerladina,Cuddon,Female,93,1960-04-25,Structural Engineer,Manufacturing,Affluent Customer,N,Yes,6.0,290 Havey Crossing,3145,VIC,Australia,12,Gold,57,50-59
1672,1683,Brenn,Bacon,Female,72,1979-07-10,Budget/Accounting Analyst I,IT,Mass Customer,N,Yes,7.0,4709 Cardinal Hill,2028,NSW,Australia,12,Platinum,38,30-39
1673,1684,Janie,Stonehewer,Female,96,1979-07-10,Environmental Tech,Manufacturing,Mass Customer,N,No,6.0,087 Fallview Plaza,4209,QLD,Australia,5,Silver,38,30-39
1674,1685,Marya,Milington,Female,32,1972-03-16,Budget/Accounting Analyst III,IT,Mass Customer,N,No,8.0,116 Sullivan Avenue,3941,VIC,Australia,9,Bronze,45,40-49
1675,1686,Fremont,Trundle,Male,95,1980-07-06,Account Representative IV,Argiculture,Mass Customer,N,Yes,16.0,309 Oneill Way,2068,NSW,Australia,10,Platinum,37,30-39
1676,1687,Chance,Maben,Male,16,1991-05-09,Systems Administrator II,Manufacturing,Affluent Customer,N,Yes,8.0,86 Morningstar Junction,2031,NSW,Australia,12,Silver,26,20-29
1677,1688,Charmaine,Suller,Female,80,1978-12-05,Systems Administrator II,Manufacturing,Mass Customer,N,No,15.0,72 Mosinee Court,3146,VIC,Australia,9,Gold,39,30-39
1678,1689,Teodor,Larwell,Male,48,1995-06-18,Quality Control Specialist,Financial Services,Mass Customer,N,Yes,4.0,16 Saint Paul Street,4670,QLD,Australia,2,Gold,22,20-29
1679,1690,Torey,Kensall,Male,6,1988-12-19,Food Chemist,Health,Affluent Customer,N,Yes,16.0,8 Northridge Drive,2072,NSW,Australia,10,Platinum,29,20-29
1680,1691,Tomlin,De Matteis,Male,50,1979-11-16,Account Coordinator,Health,High Net Worth,N,Yes,7.0,091 Hoard Street,2229,NSW,Australia,12,Platinum,38,30-39
1681,1692,Harriette,De Matteis,Female,85,1967-04-07,Senior Quality Engineer,Health,Mass Customer,N,Yes,17.0,36445 Meadow Valley Road,3087,VIC,Australia,9,Silver,50,50-59
1682,1693,Ring,Birchall,Male,79,1965-11-06,Accountant I,Health,Affluent Customer,N,No,4.0,419 2nd Center,4220,QLD,Australia,9,Platinum,52,50-59
1683,1694,Tonnie,McLinden,Male,11,1959-10-11,Environmental Specialist,IT,Mass Customer,N,Yes,19.0,41 Dwight Way,3585,VIC,Australia,1,Gold,58,50-59
1684,1695,Blanch,Leyshon,Female,11,1991-05-18,Environmental Specialist,IT,High Net Worth,N,Yes,4.0,1908 Brickson Park Trail,2112,NSW,Australia,8,Gold,26,20-29
1685,1696,Mose,Middler,Male,48,1991-06-07,Librarian,Entertainment,High Net Worth,N,No,2.0,367 Algoma Lane,2153,NSW,Australia,10,Platinum,26,20-29
1686,1697,Eddi,Mansbridge,Female,44,1969-03-29,Occupational Therapist,Health,Mass Customer,N,Yes,12.0,9037 Norway Maple Junction,2087,NSW,Australia,11,Gold,48,40-49
1687,1698,Christabella,Eldredge,Female,58,1971-08-24,Nuclear Power Engineer,Health,Affluent Customer,N,Yes,18.0,1301 Northwestern Place,2117,NSW,Australia,9,Platinum,46,40-49
1688,1699,Poul,Dumphy,Male,33,1958-05-08,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,8.0,3205 Service Park,2158,NSW,Australia,10,Gold,59,50-59
1689,1700,Rana,Streets,Female,28,1969-09-18,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,14.0,906 Pawling Place,4352,QLD,Australia,6,Silver,48,40-49
1690,1701,Hazlett,Goane,Male,11,1963-04-24,Research Nurse,Manufacturing,High Net Worth,N,No,17.0,53141 Merrick Street,2064,NSW,Australia,12,Silver,54,50-59
1691,1702,Bryn,Whisby,Male,14,1956-04-03,Research Nurse,Health,Mass Customer,N,No,17.0,51 Hollow Ridge Terrace,2768,NSW,Australia,9,Gold,61,60-69
1692,1703,Nerita,Keppie,Female,14,1991-04-01,Product Engineer,Telecommunications,Mass Customer,N,Yes,3.0,38233 Boyd Alley,3976,VIC,Australia,6,Bronze,26,20-29
1693,1704,Tremain,Breadon,Male,96,1962-10-22,Analyst Programmer,IT,High Net Worth,N,No,12.0,21800 Duke Parkway,3219,VIC,Australia,3,Bronze,55,50-59
1694,1705,Nelle,Haworth,Female,1,1979-08-14,Research Associate,Financial Services,Mass Customer,N,Yes,9.0,3 Buena Vista Pass,4209,QLD,Australia,5,Silver,38,30-39
1695,1706,Slade,Semark,Male,32,1961-08-19,Cost Accountant,Financial Services,High Net Worth,N,Yes,10.0,11 Victoria Place,2036,NSW,Australia,11,Platinum,56,50-59
1696,1707,Alfonso,Readett,Male,18,1994-01-02,Cost Accountant,Financial Services,High Net Worth,N,No,7.0,78 Colorado Park,4105,QLD,Australia,8,Gold,24,20-29
1697,1708,Wenona,Mahaddie,Female,39,1988-12-30,Marketing Manager,Property,High Net Worth,N,No,20.0,39846 Springs Crossing,2154,NSW,Australia,10,Silver,29,20-29
1698,1709,Osgood,Seeborne,Male,36,1974-09-30,Food Chemist,Health,Affluent Customer,N,No,6.0,8 Talisman Avenue,2211,NSW,Australia,10,Gold,43,40-49
1699,1710,Matilde,MacKeeg,Female,49,1954-06-30,Health Coach IV,Health,High Net Worth,N,No,17.0,147 Waubesa Point,2094,NSW,Australia,12,Bronze,63,60-69
1700,1711,Marie-jeanne,Mattson,Female,81,1993-09-26,Dental Hygienist,Manufacturing,High Net Worth,N,Yes,7.0,2 Dwight Point,4133,QLD,Australia,5,Gold,24,20-29
1701,1712,Chad,Jeeks,Female,63,1976-10-12,Dental Hygienist,Health,High Net Worth,N,Yes,7.0,62 Mallard Avenue,3437,VIC,Australia,7,Bronze,41,40-49
1702,1713,Jennica,Jeeks,Female,89,1988-11-08,Teacher,Retail,High Net Worth,N,Yes,21.0,9 Onsgard Court,3170,VIC,Australia,9,Platinum,29,20-29
1703,1714,Esma,Rycroft,Female,80,1998-06-26,Senior Sales Associate,Property,High Net Worth,N,Yes,4.0,20415 Clyde Gallagher Parkway,2333,NSW,Australia,5,Gold,19,<20
1704,1715,Cobb,Schrinel,Male,41,1988-06-01,Web Developer III,Entertainment,Mass Customer,N,Yes,12.0,32 Hagan Junction,2570,NSW,Australia,9,Bronze,29,20-29
1705,1716,Lou,Yellep,Female,42,1987-01-30,Senior Developer,Telecommunications,Affluent Customer,N,No,5.0,5 Spohn Alley,2121,NSW,Australia,11,Bronze,30,30-39
1706,1717,Obadias,Gristwood,Male,96,1978-11-14,Civil Engineer,Manufacturing,Mass Customer,N,No,6.0,8 Scott Street,3205,VIC,Australia,8,Bronze,39,30-39
1707,1718,Eada,Coaster,Female,13,1994-04-19,Professor,Financial Services,High Net Worth,N,Yes,4.0,02862 Esker Crossing,2173,NSW,Australia,9,Silver,23,20-29
1708,1719,Devy,Hannum,Male,71,1973-07-04,Media Manager IV,Financial Services,High Net Worth,N,No,18.0,03 Lillian Street,3071,VIC,Australia,8,Silver,44,40-49
1709,1720,Matilda,Milton,Female,96,1986-10-06,Staff Accountant II,Financial Services,Mass Customer,N,Yes,13.0,644 Karstens Place,3040,VIC,Australia,11,Gold,31,30-39
1710,1721,Delcine,Hansod,Female,82,1980-10-22,Senior Quality Engineer,Financial Services,High Net Worth,N,No,14.0,0 Graedel Drive,4817,QLD,Australia,4,Platinum,37,30-39
1711,1722,Fritz,Geare,Male,52,1963-07-17,Cost Accountant,Financial Services,Mass Customer,N,No,4.0,86 Menomonie Plaza,2290,NSW,Australia,4,Platinum,54,50-59
1712,1723,Atalanta,Stoeck,Female,90,1986-10-24,Geologist IV,Financial Services,Mass Customer,N,Yes,7.0,7233 Lerdahl Lane,4212,QLD,Australia,7,Silver,31,30-39
1713,1724,Davita,Pristnor,Female,28,1999-01-24,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,4.0,5676 Golf View Junction,2137,NSW,Australia,12,Bronze,18,<20
1714,1725,Corena,Postlewhite,Female,80,1979-07-19,Junior Executive,Manufacturing,High Net Worth,N,Yes,16.0,2 Mcguire Terrace,2323,NSW,Australia,7,Platinum,38,30-39
1715,1726,Mariette,Alexsandrev,Female,41,1973-08-06,Junior Executive,Financial Services,High Net Worth,N,No,11.0,773 Tomscot Plaza,2203,NSW,Australia,10,Gold,44,40-49
1716,1727,Everard,Larner,Male,43,1978-05-10,Assistant Media Planner,Entertainment,High Net Worth,N,No,6.0,5 Fisk Way,2230,NSW,Australia,12,Gold,39,30-39
1717,1728,Pryce,Larner,Male,41,1977-05-04,Paralegal,Financial Services,Affluent Customer,N,No,22.0,0 Pierstorff Place,2770,NSW,Australia,8,Gold,40,40-49
1718,1729,Alla,Kyles,Female,37,1987-11-16,Mechanical Systems Engineer,Argiculture,High Net Worth,N,No,7.0,25253 Straubel Trail,2153,NSW,Australia,10,Silver,30,30-39
1719,1730,Tildi,Kirkup,Female,29,1985-12-21,Senior Financial Analyst,Financial Services,Mass Customer,N,No,20.0,752 Nevada Circle,2089,NSW,Australia,10,Bronze,32,30-39
1720,1731,Aigneis,MacKall,Female,26,1959-03-11,Health Coach III,Health,High Net Worth,N,Yes,19.0,0672 Mitchell Terrace,4161,QLD,Australia,5,Platinum,58,50-59
1721,1732,Elihu,Cudworth,Male,95,1978-07-07,Desktop Support Technician,Argiculture,Mass Customer,N,Yes,10.0,78 Parkside Trail,3046,VIC,Australia,8,Silver,39,30-39
1722,1733,Gothart,Coomer,Male,10,1986-05-26,Associate Professor,Financial Services,High Net Worth,N,No,20.0,7962 Dottie Park,2284,NSW,Australia,5,Silver,31,30-39
1723,1734,Adriana,Cullerne,Female,88,1977-10-10,Community Outreach Specialist,Retail,Mass Customer,N,Yes,11.0,0 Westport Center,4558,QLD,Australia,4,Bronze,40,40-49
1724,1735,Sly,Offord,Male,7,1966-09-07,Occupational Therapist,Health,Mass Customer,N,No,8.0,63862 Dawn Park,4655,QLD,Australia,2,Silver,51,50-59
1725,1736,Garrek,Rowbotham,Male,83,1998-05-10,Associate Professor,IT,Affluent Customer,N,No,4.0,2538 Gateway Pass,4152,QLD,Australia,4,Platinum,19,<20
1726,1737,Benny,Jammet,Female,21,1976-09-06,Senior Developer,Property,Affluent Customer,N,Yes,13.0,33006 Petterle Trail,4121,QLD,Australia,8,Silver,41,40-49
1727,1738,Frankie,Seydlitz,Male,39,1985-04-24,Engineer II,Argiculture,High Net Worth,N,Yes,14.0,0130 Loeprich Lane,3808,VIC,Australia,9,Bronze,32,30-39
1728,1739,Burnaby,Stiffkins,Male,20,1954-10-06,Software Consultant,Entertainment,Mass Customer,N,No,7.0,0 Warner Road,2680,NSW,Australia,4,Silver,63,60-69
1729,1740,Faythe,Janaszewski,Male,83,1994-07-11,Research Associate,IT,Mass Customer,N,Yes,7.0,7 Ohio Court,3796,VIC,Australia,8,Platinum,23,20-29
1730,1741,Karlens,Carneck,Male,18,1994-07-11,General Manager,Financial Services,High Net Worth,N,No,3.0,27 Evergreen Terrace,2261,NSW,Australia,9,Bronze,23,20-29
1731,1742,Quintin,Dublin,Male,48,1958-08-17,Tax Accountant,Financial Services,High Net Worth,N,No,13.0,17 Ohio Drive,4053,QLD,Australia,7,Gold,59,50-59
1732,1743,Pall,Creek,Male,80,1981-07-25,Director of Sales,Manufacturing,Affluent Customer,N,Yes,8.0,4912 Lukken Way,4570,QLD,Australia,3,Platinum,36,30-39
1733,1744,Phoebe,Kahen,Female,41,1972-01-21,Nurse Practicioner,Financial Services,High Net Worth,N,No,12.0,89 Cherokee Road,4211,QLD,Australia,8,Bronze,45,40-49
1734,1745,Leigha,Clawson,Female,37,1955-08-23,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,6.0,4216 Annamark Pass,4300,QLD,Australia,4,Platinum,62,60-69
1735,1746,Kev,Fairall,Male,58,1962-01-05,Operator,IT,High Net Worth,N,No,6.0,6 Forest Dale Parkway,4017,QLD,Australia,4,Gold,56,50-59
1736,1747,Obadiah,Fairall,Male,46,1987-03-14,Research Assistant II,Financial Services,Affluent Customer,N,No,14.0,1 Namekagon Parkway,4075,QLD,Australia,5,Bronze,30,30-39
1737,1748,Skell,Oxenden,Male,83,1956-06-07,Recruiter,Manufacturing,Mass Customer,N,Yes,10.0,09810 Dayton Hill,4035,QLD,Australia,8,Platinum,61,60-69
1738,1749,Debbi,Petschelt,Female,66,1980-10-22,Internal Auditor,Telecommunications,High Net Worth,N,No,4.0,85 Magdeline Crossing,3149,VIC,Australia,9,Bronze,37,30-39
1739,1750,Filbert,Evreux,Male,14,1959-05-13,Internal Auditor,Entertainment,Mass Customer,N,Yes,16.0,7 Laurel Avenue,2125,NSW,Australia,12,Gold,58,50-59
1740,1751,Sara-ann,Haddick,Female,49,1969-03-23,Systems Administrator II,Health,Mass Customer,N,No,4.0,441 Old Shore Circle,2131,NSW,Australia,11,Silver,48,40-49
1741,1752,Diane,Busk,Female,92,1977-01-27,Systems Administrator II,Health,Mass Customer,N,No,17.0,5 Huxley Point,2154,NSW,Australia,10,Gold,40,40-49
1742,1753,Kerry,Ford,Female,6,1997-10-12,VP Product Management,Health,High Net Worth,N,Yes,1.0,3483 Burrows Hill,2137,NSW,Australia,11,Silver,20,20-29
1743,1754,Zonnya,Tolland,Female,24,1965-11-27,Tax Accountant,Retail,Mass Customer,N,Yes,15.0,84707 Harper Circle,3114,VIC,Australia,10,Gold,52,50-59
1744,1755,Dagmar,Panyer,Female,38,1986-08-23,Tax Accountant,Property,Mass Customer,N,No,20.0,78 Jackson Point,2047,NSW,Australia,11,Gold,31,30-39
1745,1756,Daron,Hartwell,Female,92,1976-12-17,Junior Executive,Property,High Net Worth,N,No,7.0,8 Armistice Circle,3977,VIC,Australia,6,Bronze,41,40-49
1746,1757,Hashim,Hartwell,Male,68,1966-03-03,Administrative Assistant I,IT,High Net Worth,N,No,7.0,73425 Mitchell Court,4304,QLD,Australia,3,Bronze,51,50-59
1747,1758,Helli,Cooksley,Female,16,1971-10-28,Administrative Assistant I,Argiculture,Mass Customer,N,Yes,6.0,4 5th Circle,2800,NSW,Australia,2,Gold,46,40-49
1748,1759,Quillan,Shortland,Male,52,1969-06-02,Biostatistician IV,Financial Services,High Net Worth,N,No,15.0,096 Anniversary Point,2030,NSW,Australia,12,Gold,48,40-49
1749,1760,Kelsy,Barrowcliff,Female,68,1966-04-27,Dental Hygienist,Health,High Net Worth,N,No,15.0,7714 Heffernan Circle,3130,VIC,Australia,8,Gold,51,50-59
1750,1761,Kassi,List,Female,96,1974-08-29,Legal Assistant,Manufacturing,Mass Customer,N,Yes,14.0,2 Portage Avenue,2170,NSW,Australia,9,Gold,43,40-49
1751,1762,Gaye,Steutly,Female,49,1978-04-30,Research Assistant II,Health,Mass Customer,N,Yes,18.0,636 Debs Circle,3039,VIC,Australia,9,Platinum,39,30-39
1752,1763,Suzie,Ornillos,Female,96,1994-10-30,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,7.0,08731 Coleman Lane,3352,VIC,Australia,6,Platinum,23,20-29
1753,1764,Zaria,Van der Krui,Female,36,1960-06-21,Desktop Support Technician,Manufacturing,Mass Customer,N,Yes,10.0,12860 Warner Court,3129,VIC,Australia,8,Bronze,57,50-59
1754,1765,Sibella,O' Mara,Female,48,1967-02-13,Senior Quality Engineer,Manufacturing,High Net Worth,N,No,10.0,10 Cambridge Street,4567,QLD,Australia,7,Gold,50,50-59
1755,1766,Maye,O'Moylane,Female,53,1985-10-20,Senior Quality Engineer,Manufacturing,Affluent Customer,N,No,21.0,8943 Knutson Point,4154,QLD,Australia,9,Bronze,32,30-39
1756,1767,Cicely,Millier,Female,28,1959-03-10,Software Engineer IV,Manufacturing,Affluent Customer,N,Yes,19.0,3 Nevada Road,4215,QLD,Australia,3,Gold,58,50-59
1757,1768,Normand,Ganderton,Male,36,1974-02-09,Programmer I,Manufacturing,High Net Worth,N,No,13.0,01 Havey Drive,2099,NSW,Australia,12,Bronze,43,40-49
1758,1769,Sheridan,Shaves,Male,13,1960-11-26,Junior Executive,Manufacturing,Mass Customer,N,Yes,5.0,466 Westport Drive,2263,NSW,Australia,7,Silver,57,50-59
1759,1770,Chrysler,Vasile,Female,63,1995-04-10,Junior Executive,Manufacturing,Mass Customer,N,Yes,7.0,40985 Cherokee Junction,2155,NSW,Australia,10,Platinum,22,20-29
1760,1771,Zarah,Santello,Female,1,1974-11-01,Geological Engineer,Manufacturing,Mass Customer,N,Yes,14.0,410 Hoepker Pass,4123,QLD,Australia,5,Silver,43,40-49
1761,1772,Michael,Foulis,Male,98,1984-07-07,Financial Analyst,Financial Services,High Net Worth,N,Yes,14.0,6 Reinke Street,2768,NSW,Australia,10,Bronze,33,30-39
1762,1773,Nickolas,Guittet,Male,82,1978-11-01,Compensation Analyst,IT,Mass Customer,N,Yes,7.0,9097 Superior Drive,2114,NSW,Australia,8,Platinum,39,30-39
1763,1774,Vidovik,Astall,Male,48,1978-11-01,Compensation Analyst,Financial Services,Mass Customer,N,Yes,18.0,6 Hansons Park,2145,NSW,Australia,7,Bronze,39,30-39
1764,1775,Kimberly,Dishmon,Female,73,1995-10-01,Actuary,Financial Services,Affluent Customer,N,No,3.0,5394 Dryden Terrace,3149,VIC,Australia,11,Silver,22,20-29
1765,1776,Korey,Gate,Male,77,1978-08-26,Accountant I,Financial Services,Affluent Customer,N,No,10.0,56 Bultman Parkway,4721,QLD,Australia,1,Gold,39,30-39
1766,1777,Lucinda,Jerok,Female,47,1994-05-02,Sales Representative,Retail,Affluent Customer,N,No,1.0,835 West Hill,2118,NSW,Australia,11,Gold,23,20-29
1767,1778,Emera,Margrem,Female,72,2000-07-30,Staff Accountant III,Retail,Mass Customer,N,Yes,2.0,8 Vermont Pass,3930,VIC,Australia,9,Bronze,17,<20
1768,1779,Krishnah,Firmage,Male,55,1996-11-19,Information Systems Manager,Argiculture,Affluent Customer,N,No,5.0,6238 Hanover Crossing,3141,VIC,Australia,7,Gold,21,20-29
1769,1780,Maude,Tixier,Male,52,1965-07-26,Research Associate,IT,Mass Customer,N,No,7.0,2 Thierer Plaza,3976,VIC,Australia,3,Silver,52,50-59
1770,1781,Sammie,Uglow,Male,63,1965-07-26,Data Coordiator,IT,Affluent Customer,N,No,17.0,71776 Express Avenue,2749,NSW,Australia,8,Bronze,52,50-59
1771,1782,Ewen,Emes,Male,47,1966-12-22,Pharmacist,Health,Affluent Customer,N,Yes,9.0,162 Golf View Hill,2011,NSW,Australia,6,Gold,51,50-59
1772,1783,Brett,McCalister,Male,55,1995-07-30,GIS Technical Architect,Retail,Mass Customer,N,Yes,7.0,7389 Union Place,2745,NSW,Australia,8,Platinum,22,20-29
1773,1784,Louella,O' Timony,Female,37,1994-10-15,GIS Technical Architect,Manufacturing,Mass Customer,N,Yes,6.0,07 Miller Pass,2017,NSW,Australia,9,Bronze,23,20-29
1774,1785,Marty,Whatford,Male,23,1960-12-10,Clinical Specialist,Health,Mass Customer,N,No,19.0,30 Delladonna Plaza,3046,VIC,Australia,8,Gold,57,50-59
1775,1786,Lonee,Gorce,Female,70,1962-03-20,Administrative Assistant III,Argiculture,High Net Worth,N,Yes,11.0,7395 Blackbird Lane,2134,NSW,Australia,9,Bronze,55,50-59
1776,1787,Tull,Godehard.sf,Male,2,1976-11-21,Executive Secretary,Retail,High Net Worth,N,Yes,13.0,79427 Hudson Trail,3677,VIC,Australia,1,Gold,41,40-49
1777,1788,Anna-diana,Kurten,Female,79,1964-08-10,Account Representative IV,Financial Services,High Net Worth,N,Yes,10.0,67 Hooker Place,2380,NSW,Australia,5,Platinum,53,50-59
1778,1789,Talya,Darycott,Female,44,1986-08-29,Analog Circuit Design manager,Property,Mass Customer,N,No,9.0,0380 Chinook Avenue,2047,NSW,Australia,12,Bronze,31,30-39
1779,1790,Vite,Molyneux,Male,90,1993-09-25,Budget/Accounting Analyst IV,Health,Affluent Customer,N,No,1.0,4092 Brentwood Trail,2147,NSW,Australia,10,Silver,24,20-29
1780,1791,Ninon,Van Der Hoog,Female,20,1974-12-25,Data Coordiator,IT,Affluent Customer,N,Yes,19.0,613 Mayfield Trail,4012,QLD,Australia,6,Gold,43,40-49
1781,1792,Dunstan,Kegley,Male,1,1988-04-07,Actuary,Financial Services,Mass Customer,N,No,15.0,2 Spohn Court,2750,NSW,Australia,9,Platinum,29,20-29
1782,1793,Hewett,Handes,Male,19,1989-06-14,Actuary,Financial Services,Mass Customer,N,Yes,2.0,05239 Springs Circle,3030,VIC,Australia,7,Gold,28,20-29
1783,1794,Caro,McKirton,Female,53,1969-03-10,Administrative Officer,Property,Mass Customer,N,No,8.0,59 Old Gate Drive,4878,QLD,Australia,5,Silver,48,40-49
1784,1795,Wally,Rebbeck,Male,40,1977-09-21,Internal Auditor,Manufacturing,Affluent Customer,N,No,7.0,31186 Hoard Junction,2015,NSW,Australia,12,Gold,40,40-49
1785,1796,Cayla,Marcus,Female,79,1969-11-28,Desktop Support Technician,Manufacturing,High Net Worth,N,Yes,8.0,2 Crest Line Crossing,2072,NSW,Australia,9,Bronze,48,40-49
1786,1797,Basile,Le Floch,Male,49,1974-05-16,Assistant Professor,Manufacturing,Mass Customer,N,No,8.0,18083 Mallard Drive,3075,VIC,Australia,7,Platinum,43,40-49
1787,1798,Eunice,Risom,Female,46,2000-10-11,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,1.0,93 Lakeland Court,3810,VIC,Australia,6,Gold,17,<20
1788,1799,Tito,Brash,Male,81,1977-12-23,Executive Secretary,Manufacturing,Affluent Customer,N,No,17.0,023 Thackeray Lane,2070,NSW,Australia,12,Silver,40,40-49
1789,1800,Dianemarie,Hatherall,Female,30,1955-09-23,Executive Secretary,Argiculture,High Net Worth,N,No,11.0,79737 Hollow Ridge Trail,2199,NSW,Australia,9,Silver,62,60-69
1790,1801,Bendix,Olivella,Male,48,1976-12-23,Legal Assistant,Manufacturing,Affluent Customer,N,No,21.0,95465 Union Plaza,4055,QLD,Australia,7,Platinum,41,40-49
1791,1802,Lizzie,Duke,Female,3,1973-04-11,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,7.0,66238 Old Gate Circle,4157,QLD,Australia,9,Platinum,44,40-49
1792,1803,Clarinda,Edlyn,Female,75,1988-01-13,Product Engineer,Manufacturing,Mass Customer,N,No,6.0,3 Delladonna Street,4799,QLD,Australia,3,Gold,29,20-29
1793,1804,Matelda,Kordas,Female,91,1963-03-28,Product Engineer,Property,Affluent Customer,N,No,4.0,3 Mallard Center,2251,NSW,Australia,8,Silver,54,50-59
1794,1805,Venus,Sketch,Female,90,1976-10-15,Budget/Accounting Analyst II,Financial Services,Mass Customer,N,No,12.0,31 Eastwood Circle,2460,NSW,Australia,3,Bronze,41,40-49
1795,1806,Gil,De Gregorio,Female,95,1955-03-15,Software Test Engineer IV,IT,Mass Customer,N,No,7.0,507 Onsgard Place,4701,QLD,Australia,1,Platinum,62,60-69
1796,1807,Pollyanna,Serjeantson,Female,45,1955-03-15,Help Desk Operator,IT,High Net Worth,N,Yes,16.0,69555 Dakota Alley,4211,QLD,Australia,5,Gold,62,60-69
1797,1808,Charles,Carren,Male,98,1965-12-15,Information Systems Manager,Retail,High Net Worth,N,No,17.0,21969 Lawn Court,2095,NSW,Australia,9,Platinum,52,50-59
1798,1809,Reba,Southon,Female,67,1961-01-26,Programmer II,Health,Mass Customer,N,Yes,19.0,7 Erie Court,2263,NSW,Australia,7,Platinum,56,50-59
1799,1810,Royall,Terris,Male,98,1959-05-06,Geological Engineer,Manufacturing,High Net Worth,N,No,16.0,0724 Oxford Crossing,2146,NSW,Australia,9,Bronze,58,50-59
1800,1811,Sylvan,Sugge,Male,59,1999-10-13,Clinical Specialist,Financial Services,Mass Customer,N,No,1.0,1 Monterey Terrace,2011,NSW,Australia,12,Platinum,18,<20
1801,1812,Daffi,Sewley,Female,20,1959-07-11,Clinical Specialist,Health,Affluent Customer,N,No,14.0,75 Duke Plaza,2147,NSW,Australia,9,Platinum,58,50-59
1802,1813,Reeva,Eakeley,Female,45,2001-05-19,Technical Writer,Manufacturing,Mass Customer,N,No,1.0,156 Lakeland Way,4035,QLD,Australia,9,Gold,16,<20
1803,1814,Shawn,Platfoot,Female,33,1988-08-18,Web Designer IV,Retail,Affluent Customer,N,No,17.0,91 Mosinee Point,2166,NSW,Australia,5,Silver,29,20-29
1804,1815,Bab,Bingall,Female,23,1954-03-26,Software Test Engineer I,Argiculture,Mass Customer,N,Yes,19.0,1508 Hooker Avenue,2000,NSW,Australia,8,Silver,63,60-69
1805,1816,Lonni,Andrichak,Female,68,1977-02-25,Graphic Designer,Argiculture,Mass Customer,N,No,18.0,3202 Ridge Oak Alley,4121,QLD,Australia,9,Bronze,40,40-49
1806,1817,Jozef,Frizzell,Male,32,1975-03-13,Graphic Designer,Argiculture,High Net Worth,N,No,19.0,5510 Pepper Wood Street,3429,VIC,Australia,6,Platinum,42,40-49
1807,1818,Katha,Lockhurst,Female,64,1967-04-01,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,11.0,42952 Fairfield Center,3012,VIC,Australia,8,Platinum,50,50-59
1808,1819,Deedee,Fransinelli,Female,26,1994-11-23,Graphic Designer,Entertainment,Mass Customer,N,Yes,8.0,1 Garrison Street,3103,VIC,Australia,12,Bronze,23,20-29
1809,1820,Yard,Teeney,Male,12,1996-04-02,Software Engineer II,IT,Affluent Customer,N,No,5.0,013 Armistice Street,2769,NSW,Australia,10,Platinum,21,20-29
1810,1821,Fields,Bayne,Male,89,1972-03-09,Web Developer IV,Entertainment,High Net Worth,N,Yes,15.0,3201 Canary Center,2540,NSW,Australia,9,Platinum,45,40-49
1811,1822,Trudie,Capper,Female,67,1962-09-18,VP Quality Control,Financial Services,Mass Customer,N,No,9.0,4365 Basil Junction,2539,NSW,Australia,7,Silver,55,50-59
1812,1823,Trude,Rizzardo,Female,29,1974-05-24,VP Quality Control,Financial Services,High Net Worth,N,No,10.0,1164 Toban Road,3806,VIC,Australia,5,Silver,43,40-49
